,SHA_storage_af,SHA_outflow_cfs,SHA_inflow_cfs,ORO_storage_af,ORO_outflow_cfs,ORO_inflow_cfs,BUL_storage_af,BUL_outflow_cfs,BUL_inflow_cfs,FOL_storage_af,FOL_outflow_cfs,FOL_inflow_cfs,MHB_inflow_cfs,PAR_storage_af,PAR_outflow_cfs,PAR_inflow_cfs,CMN_storage_af,CMN_outflow_cfs,CMN_inflow_cfs,NHG_inflow_cfs,NHG_storage_af,NHG_outflow_cfs,NML_storage_af,NML_outflow_cfs,NML_inflow_cfs,DNP_storage_af,DNP_outflow_cfs,DNP_inflow_cfs,EXC_storage_af,EXC_outflow_cfs,EXC_inflow_cfs,MIL_storage_af,MIL_outflow_cfs,MIL_inflow_cfs,HRO_pumping_cfs,TRP_pumping_cfs,delta_outflow_cfs,CX2_CX2_km,SLF_storage_af,LUS_storage_af,total_inflow_cfs,total_reservoir_outflows_cfs,total_storage,delta_inflow_cfs,delta_gains_cfs,total_delta_pumping_cfs,HRO_pumping_pct,TRP_pumping_pct,total_delta_pumping_pct
158,3581998.0,3962.5,11282.5,2399372.5,1823.5,5958.5,719710.5,1663.0,3283.0,549634.0,2554.5,4365.5,571.0,463325.0,333.0,950.5,274545.0,333.0,927.0,349.0,167113.0,48.5,1623827.5,941.5,1377.5,1629206.0,1980.0,2298.0,607437.5,773.5,1081.0,338998.0,581.0,1650.5,2402.0,2717.0,12729.0,72.785,867815.0,1007931.0,33470.5,16415.0,13918264.5,18042.0,7410.0,5313.0,0.07517625231910946,0.10175786085664769,0.20890538033395176
159,3568876.5,3788.0,10466.5,2400807.5,1967.0,5974.5,721826.5,1579.0,3465.5,551143.0,2552.0,4341.5,509.0,464660.0,334.0,1012.5,273335.0,334.0,956.5,311.5,167706.0,49.0,1628925.0,630.0,1388.0,1625378.5,1980.0,2360.0,609317.5,819.5,1050.0,333531.0,610.5,1779.5,2180.0,2728.0,11841.0,72.15,874408.0,1010797.0,35156.5,16525.5,14032929.0,14471.0,3627.0,4975.0,0.11810795963801428,0.09275281421527584,0.23006791329425993
160,3561746.5,3590.0,11536.0,2404481.5,2302.0,6736.0,722150.5,1513.0,3275.0,552023.0,2680.5,5181.5,497.0,464075.0,332.5,1066.5,273105.0,332.5,957.5,192.0,168792.5,46.5,1634676.0,891.0,1414.5,1622649.5,1900.5,2302.0,610055.5,755.5,943.5,334782.5,641.5,1819.5,2213.0,2704.0,11512.0,70.975,874941.0,1013262.5,36405.0,17824.0,14074242.5,14356.0,2360.0,5309.0,0.11352840585217557,0.13744369602049672,0.26331666597793296
161,3551477.5,3713.5,9720.5,2407630.5,2011.0,6328.5,722163.0,1511.0,3347.0,553247.0,3087.5,4753.0,476.0,461860.0,331.5,1054.0,272735.0,331.5,902.5,216.5,169180.0,48.0,1638775.5,1007.5,1291.5,1619381.0,2014.5,2099.5,627600.0,887.0,905.5,337761.0,624.0,1877.0,2508.0,2710.0,11851.0,70.84,881227.0,1013248.0,35128.0,18226.0,14117683.0,14845.0,3004.0,5224.0,0.1056317758802648,0.1453814621721654,0.29540439412836994
162,3549968.0,4150.0,9966.0,2416301.5,2522.0,6066.0,721244.0,1458.5,3608.5,554723.0,3280.0,4533.0,522.0,460666.0,331.0,997.0,278345.0,331.0,930.5,206.0,169464.0,44.0,1642676.5,887.0,1429.5,1616660.0,2029.5,2440.5,627191.0,989.5,895.0,340827.0,709.0,1630.5,2466.0,2724.0,11916.0,71.17,886339.5,1012944.0,34681.0,18294.5,14150369.0,14050.0,2714.0,5132.0,0.06720537643011441,0.10512291559222967,0.17577789238439057
163,3544779.5,3887.5,9877.0,2448417.5,2211.5,7221.0,721041.5,1425.5,3840.5,554848.5,3435.5,4685.0,617.0,460160.0,332.0,1131.5,278075.0,332.0,959.0,205.0,169703.5,47.5,1646638.0,914.0,1524.0,1613943.0,2155.0,3107.5,626856.0,894.0,1187.5,343686.5,729.5,2072.0,1889.0,2734.0,12330.0,73.19,887848.5,1010527.5,36322.5,18469.5,14182302.5,15588.0,2223.0,4419.0,0.05008351671659994,0.0855957847514654,0.1760585733330512
164,3567618.0,4064.0,10643.0,2505795.0,2447.5,7054.5,721621.0,1845.5,3869.5,562656.5,3534.0,4629.0,677.0,459436.5,331.5,1171.0,277735.0,331.5,967.0,208.0,169958.5,50.5,1650115.5,863.0,1504.5,1616110.0,2008.5,2779.5,626667.0,1004.5,1235.0,345589.5,754.5,1745.0,1502.0,2693.0,13557.0,73.5,888837.5,1010334.5,38242.0,17677.0,14214366.5,16710.0,1444.0,4211.0,0.03914171345746158,0.09523995317986735,0.181271946937183
165,3578615.5,4257.5,11791.5,2581898.5,2739.5,8145.0,728815.0,2509.0,3902.0,565171.0,3095.5,4989.5,614.0,459222.5,331.5,1220.5,277550.0,331.5,968.0,199.0,170392.5,47.0,1654011.0,1178.5,1661.5,1617195.5,2105.0,3371.5,625713.0,1066.0,1313.5,346775.0,784.0,2014.0,1496.0,2717.0,13343.0,73.28,889900.5,1010219.0,39516.0,18414.0,14234040.5,20275.0,1094.0,4210.0,0.06915666652825644,0.11326691137912952,0.21132669113791294
166,3592167.0,3668.5,12364.5,2629581.0,2473.5,8352.0,732393.5,2757.5,4516.0,564518.0,2648.5,5462.0,731.0,459631.5,331.0,1289.0,277605.0,331.0,962.5,237.0,172953.5,44.0,1656581.0,1254.0,1763.0,1619919.0,2008.0,2935.0,625696.0,988.5,1420.0,348803.5,742.5,1617.0,1955.0,2687.0,11932.0,73.475,889434.0,1008203.0,45970.0,17996.5,14254401.5,15942.0,1826.0,4321.0,0.1201812191103789,0.11014994232987313,0.23220757825370675
167,3608672.0,3287.0,11669.5,2671393.0,2353.5,8992.5,735667.0,2702.0,3975.5,561022.0,2533.0,5983.0,749.0,461021.0,333.0,1420.5,277270.0,333.0,880.0,218.0,175043.5,40.0,1659500.0,1107.0,1920.0,1625924.0,1980.0,3354.5,628052.5,977.0,1495.0,350914.0,811.5,1986.0,2043.0,2661.0,17559.0,73.41499999999999,891770.0,1008450.0,44916.5,18385.5,14275548.0,20010.0,6822.0,5388.0,0.08492546149292288,0.08905675380180897,0.15653086486195575
168,3623842.0,3360.0,11070.0,2691434.0,1873.0,8630.0,738651.5,2408.5,4196.0,562555.0,2631.0,5211.0,707.0,461346.0,332.0,1199.5,277115.0,332.0,873.0,217.0,178226.0,42.0,1662959.5,1052.0,1592.5,1629754.0,1988.0,3076.0,628878.0,941.0,1405.0,354266.5,906.5,1971.5,2596.0,2636.0,18799.0,71.91499999999999,891624.0,1006535.0,40053.0,18318.0,14398762.0,24124.0,4353.0,5325.0,0.09452135651427344,0.09041754280564734,0.16524468770122344
169,3636340.0,4157.5,11299.5,2688471.5,2806.0,8284.5,738918.0,2057.0,4027.5,565712.0,2777.0,4932.0,680.0,461353.5,331.5,1310.5,276870.0,331.5,903.0,297.5,179730.5,56.0,1666351.0,1294.5,1838.0,1632492.0,2165.0,3308.0,629854.5,842.5,1332.0,356721.0,1032.0,1981.5,1714.0,2849.0,17121.0,70.75,891297.0,1003538.0,41893.5,18019.0,14464374.0,22368.0,5924.0,4816.0,0.07327853598014888,0.07659230613835098,0.1362437965260546
170,3651067.5,3800.0,12279.0,2694653.0,1823.5,8461.5,739500.5,2059.5,4237.5,571788.0,2716.5,5668.0,733.0,461264.0,336.0,1472.0,276870.0,336.0,954.0,302.0,180501.5,52.5,1668860.0,1383.5,1717.5,1633589.0,2237.5,3491.0,630782.5,801.0,1470.5,359164.0,1017.0,2105.0,1845.0,2753.0,16660.0,69.9,892011.0,1002609.0,41955.5,17885.5,14503424.5,22082.0,6864.0,4609.0,0.06779877019148055,0.0880334228588481,0.15229455709711848
171,3668534.0,3630.5,11059.0,2703523.5,1432.5,8992.0,740973.5,2064.5,4107.5,576392.0,3431.0,5589.5,623.0,461111.5,332.5,1590.0,276315.0,332.5,965.5,318.0,180841.5,56.5,1675919.0,1083.0,1850.5,1634686.0,2110.0,3839.0,631645.0,801.5,1774.0,361642.0,1140.0,2020.0,2198.0,3015.0,15588.0,71.43,892712.5,1004880.0,46290.5,20198.5,14527753.5,20371.0,6177.0,5021.0,0.06008541554170144,0.10119646651011964,0.15811249021581125
172,3702293.0,3281.0,11511.0,2724167.0,1531.0,8768.5,744043.0,2229.5,3974.0,578303.0,3447.5,5228.5,552.0,460829.0,333.5,1445.5,276130.0,333.5,973.5,245.5,181073.5,57.5,1681748.0,1233.0,1999.0,1635234.0,2390.5,2497.5,634338.5,958.5,1464.0,366968.0,1271.0,2340.5,2202.0,3299.0,13195.0,72.28999999999999,892728.5,1007351.5,40169.505,19932.0,14635331.0,18539.0,5632.0,5402.0,0.08110800170753688,0.10002232641214556,0.17180174146014734
173,3730958.0,3458.0,11790.5,2731325.5,1533.5,8471.5,751883.5,2198.0,4341.0,582753.0,3166.5,5653.5,785.0,460511.0,331.0,1344.5,275950.0,331.0,967.5,249.5,181259.5,57.5,1686640.5,1379.0,1960.0,1635784.0,2424.0,3401.0,635695.5,956.5,1489.5,369195.5,1312.5,2225.0,1434.0,2769.0,13599.0,71.22999999999999,894170.0,1007137.0,43410.5,20225.0,14756512.0,18164.0,7449.0,4486.0,0.07556200145032632,0.08132746671267937,0.12900813849826015
174,3752526.5,3329.5,10675.5,2717983.0,1644.5,8489.0,753676.0,2181.5,4417.0,588407.0,3506.0,5690.0,680.0,460322.0,331.0,1526.0,275945.0,331.0,896.0,191.5,181352.5,65.0,1692642.0,1419.5,1843.0,1635784.0,2436.5,3151.0,640935.0,996.5,1508.0,372547.0,1322.0,2501.5,1195.0,2180.0,11227.0,71.47,895182.0,1008612.5,41113.505000000005,18905.0,14753066.5,16751.0,5565.0,3768.0,0.053848532553693915,0.09516940375795235,0.13936972924988902
175,3765572.5,3230.5,10847.5,2706465.0,1983.0,9060.0,754433.5,2158.0,4411.5,593961.0,3338.5,5867.0,631.0,460439.0,331.5,1580.5,276375.0,331.5,897.0,187.0,181383.5,68.5,1695648.0,1421.0,1857.5,1641279.0,2293.0,3160.5,642083.0,948.5,1568.0,375060.5,1230.5,1933.5,1101.0,2465.0,10362.0,71.675,896019.5,1009989.0,43243.0,21195.0,14899592.0,16525.0,3832.0,3756.0,0.05797667992181708,0.10678603866614766,0.15440508628519528
176,3780272.0,3209.5,10887.0,2687322.0,2013.5,8563.0,762222.5,2072.5,4488.0,600827.5,3103.0,5347.5,631.0,460180.0,330.5,1636.5,276375.0,330.5,923.5,213.0,181508.0,61.5,1700346.0,1355.0,1817.0,1641829.0,2098.5,3536.5,642883.0,973.5,1653.0,374817.0,1364.0,2036.0,1852.0,2466.0,9606.0,71.725,896779.5,1011456.5,44589.5,20144.5,14941588.0,15437.0,4457.0,3760.0,0.0568268030640464,0.1280747275557862,0.14753502854177478
177,3786232.0,3251.5,9776.0,2683614.5,2050.0,8675.0,765422.0,2070.0,4537.5,606626.0,3032.5,4766.0,668.0,459941.0,330.5,1675.0,276375.0,330.5,953.5,218.0,181555.0,87.5,1702323.0,1578.0,1736.5,1641829.0,2416.5,3573.0,643459.5,944.5,1671.5,371922.5,1275.0,2252.5,1652.0,2465.0,10138.0,71.14,897199.0,1011727.5,45321.0,19131.5,14978731.0,16495.0,4574.0,4117.0,0.0672468643726917,0.10634901142085226,0.1297396071265418
178,3802119.5,3185.0,10451.0,2693650.5,1799.5,8345.5,766944.0,2070.5,4144.5,608490.5,3157.5,5730.0,588.0,459698.0,331.0,1755.5,276315.0,331.0,955.5,194.5,181648.0,99.0,1706731.0,1443.5,1582.0,1641279.0,2318.5,3327.0,650725.0,965.5,1747.5,373752.5,1245.5,2343.0,1329.0,1847.0,8107.0,71.575,898947.0,1011706.0,42003.0,18472.5,15051613.5,15014.0,3813.0,3795.0,0.048751222113589905,0.09060099412562132,0.15326925108270836
179,3820390.0,3162.0,10166.5,2706383.0,2064.5,8509.0,777287.5,2071.0,4620.0,613028.5,3052.5,5041.0,599.0,459338.5,330.5,1570.0,276475.0,330.5,952.0,181.0,181834.5,89.0,1708510.5,1550.0,1579.0,1641279.0,2384.0,3843.0,653282.0,896.0,1815.5,376569.5,1311.5,2366.0,2546.0,1873.0,8630.0,72.57,899803.5,1012638.0,44356.0,19043.5,15118124.5,14952.0,3508.0,4833.0,0.07747281316031109,0.08663793103448277,0.15047034934316852
180,3837819.0,3419.0,10250.5,2717246.0,1503.5,8202.0,780219.5,2069.5,4576.5,617012.0,3155.0,5098.5,597.0,459034.0,330.5,1514.0,276750.0,330.5,952.5,173.0,182160.5,80.0,1712574.0,1267.0,1655.0,1642379.5,1890.5,3721.5,654914.5,943.5,1758.5,379110.5,1346.0,2552.5,1618.0,1871.0,12141.0,72.19,902356.0,1012289.5,42893.5,18769.0,15171140.5,14206.0,7650.0,4323.0,0.09367965367965368,0.07916770102231951,0.13578114203153466
181,3858492.0,3386.0,10152.5,2727375.0,1972.0,8028.0,782114.5,2063.0,4601.0,621092.0,3269.5,4776.5,620.0,458621.5,339.0,1529.5,277125.0,339.0,907.0,169.5,182409.0,86.0,1716679.0,1470.5,1661.0,1642931.0,2107.5,3891.5,655994.5,927.0,1842.5,382285.5,1329.5,2477.5,2452.0,1860.0,13962.0,73.195,902742.0,1012276.5,41921.0,17315.5,15226496.5,15141.0,8667.0,5358.0,0.051531852511644306,0.05310085199128195,0.11661366045736786
182,3880044.0,3829.0,10444.5,2738521.5,2145.5,7880.0,784015.5,2147.5,4365.0,625597.5,3248.5,4865.0,648.5,458202.5,340.0,1507.5,277525.0,340.0,1110.0,174.0,182736.0,70.0,1718830.5,1479.0,1761.5,1643482.0,2370.0,3321.0,656497.0,920.0,1901.0,386221.0,1364.0,2478.5,1099.0,994.0,15842.0,73.17,905048.0,1012935.0,40663.0,19024.5,15299170.5,17421.0,8667.0,3744.0,0.04083712180592569,0.04971011997015097,0.09063773606566787
183,3901946.5,3860.5,10517.5,2751166.5,2956.5,7639.5,781664.5,2060.0,4135.0,632843.0,3302.5,4821.0,624.5,458188.0,355.0,1541.0,277995.0,355.0,1121.0,165.0,183079.0,70.5,1721394.5,1592.5,1804.0,1643482.0,2268.0,3580.0,656925.5,1148.5,1942.5,388055.0,1559.0,2597.5,919.0,989.0,20027.0,73.53999999999999,907933.5,1013093.0,40410.0,19701.0,15307205.5,25160.0,5320.0,2015.0,0.03802763341361389,0.04683419418489931,0.08974521485612878
184,3914224.5,3989.0,9186.0,2762773.5,2859.5,7204.5,782582.5,2060.0,3937.0,643455.0,3154.0,4416.5,559.5,458433.0,351.0,1588.5,278860.0,351.0,1035.5,152.5,183141.0,83.0,1724455.0,1583.5,1709.5,1642932.0,2797.5,3466.0,657077.5,1172.5,1808.0,390981.5,1654.5,2622.5,826.0,988.0,28017.0,73.08500000000001,909661.5,1011282.0,37607.0,20256.5,15317518.5,34327.0,14937.0,1916.0,0.03800921621317857,0.042895720814291646,0.07805359368508517
185,3926497.0,4080.5,9426.0,2773599.0,2287.0,6821.5,783641.0,2061.5,4339.5,650460.5,3137.0,4248.0,527.5,458810.5,347.5,1659.5,279595.0,347.5,1025.5,150.0,183187.5,76.5,1726500.5,1557.5,1580.5,1641281.0,2744.0,3761.0,657936.5,1171.5,1854.5,393881.0,1542.0,2626.5,631.0,988.0,28476.0,73.19999999999999,911531.0,1010854.0,38000.0,20486.0,15332765.5,30391.0,8529.0,1550.0,0.03096364917933743,0.04286204922724671,0.06507786903639873
186,3930706.0,4205.0,9012.0,2782018.5,2095.5,7088.5,784779.0,1754.5,4021.0,656485.5,3217.0,5292.0,670.5,459353.5,346.0,1594.5,280585.0,346.0,953.5,159.0,183218.5,68.0,1728741.0,1549.5,1628.0,1641283.0,2860.5,3624.0,658317.0,1152.0,1907.5,393199.0,1520.5,2419.0,625.0,996.0,25693.0,72.98,913661.5,1006973.0,40964.5,20241.005,15354514.0,27148.0,9424.0,1488.0,0.029430097951914515,0.04498714652956298,0.06625111308993767
187,3941416.5,4118.0,9988.0,2796862.0,1976.0,6410.0,786606.0,1757.5,4460.0,661376.5,3202.0,5171.5,669.0,460950.5,344.5,1658.0,281450.0,344.5,956.0,165.0,183296.0,70.5,1729385.5,1655.0,1778.5,1641832.0,2479.0,3439.0,659475.5,1192.5,2257.5,390553.0,1295.0,2502.5,855.0,994.0,24280.0,73.225,917478.5,1001202.5,40503.0,20296.005,15394056.5,25815.0,8582.0,1912.0,0.03339523273159,0.044433373662610014,0.06925707771233137
188,3958940.0,3991.0,9865.5,2826003.5,2780.5,6897.0,788437.5,2061.5,4232.5,666867.5,3639.0,4595.0,663.5,462666.5,380.5,1857.5,281450.0,380.5,823.0,153.0,185034.0,76.0,1734648.5,1862.5,1900.0,1636034.0,2626.0,4241.0,659220.5,1156.0,2446.5,388477.5,1273.5,2697.5,675.0,995.0,22341.0,73.41999999999999,919543.0,995433.5,40092.5,22892.0,15483938.0,23693.0,7532.0,1915.0,0.03707365299060801,0.04199552610475668,0.07555187066017204
189,3968741.5,4732.0,8723.5,2851642.0,2443.0,6632.5,789510.5,1755.0,4011.5,681132.0,3320.5,5061.5,625.5,463871.5,369.0,1778.0,282445.0,369.0,864.0,128.5,185097.0,64.0,1742680.5,1693.0,1835.0,1642934.0,2432.0,4328.0,658891.0,1127.0,2501.0,385374.5,1317.5,2440.5,675.0,999.0,21114.0,73.675,922059.5,992708.0,38547.0,22151.0,15540697.5,22750.0,6006.0,1914.0,0.0314799292167272,0.043912087912087915,0.07441433164905834
190,3973118.0,4732.5,9511.5,2870858.0,2484.0,6576.5,790731.0,1785.0,3876.5,690706.0,3485.0,4884.5,597.0,464722.5,369.0,1476.5,283060.0,369.0,848.0,117.5,185096.5,77.5,1747187.5,1741.5,1787.5,1643484.0,2293.5,3786.0,658084.5,984.5,2171.0,383279.0,1582.0,2469.0,633.0,1001.0,20128.0,72.43,924436.0,991639.5,38454.0,21863.5,15557518.0,21583.0,5974.0,2925.0,0.03673402601652622,0.04026130566736262,0.07679894153377369
191,3967390.5,4568.0,9428.0,2875189.5,2782.5,7178.5,792477.5,1929.0,4366.5,691485.0,3485.5,4895.0,603.5,465599.0,369.0,1620.5,283430.0,369.0,851.5,168.5,184987.5,77.5,1751585.0,1824.0,1850.5,1644588.0,2179.0,4063.5,658665.0,1016.5,2020.5,381472.5,1636.0,2743.5,658.0,1000.0,19142.0,73.055,926008.0,992814.5,39309.5,21109.0,15565753.5,21857.0,3446.0,3018.0,0.039953852692938246,0.04575193301917006,0.08998724877041715
192,3961407.5,4622.5,9130.5,2868962.5,2980.0,7310.0,795440.5,1956.5,4246.0,689275.0,3202.0,5192.0,599.5,466035.0,345.0,1596.5,283810.0,345.0,911.0,156.5,184940.5,82.0,1756534.5,1645.0,1750.0,1644588.0,2269.0,4007.5,659904.0,1091.0,2007.0,377830.0,1613.5,2446.0,656.0,1001.0,18158.0,73.66,925903.0,996066.5,41351.0,21545.0,15559754.0,21179.0,7901.0,2705.0,0.04506627393225331,0.03867038103782048,0.09366286438529785
193,3955836.5,4414.5,9672.5,2863219.5,2963.0,7192.0,799095.5,1994.0,4973.5,686113.5,3600.5,5289.5,604.5,466525.0,330.0,1824.5,283435.0,330.0,727.5,165.0,185177.0,98.5,1759558.0,1986.5,1874.5,1641832.0,2119.5,4257.0,661296.0,1020.5,2247.0,373260.5,1586.0,2661.5,715.0,989.0,17528.0,73.17,925046.0,1000258.0,44828.0,20534.005,15550712.5,19738.0,5809.0,2423.0,0.04506128334534967,0.034273437857110206,0.09030863456226733
194,3957994.5,4666.0,9084.0,2865675.0,2525.0,7773.0,801358.0,2105.0,4770.5,696028.5,3309.0,6169.0,731.0,466860.0,332.5,1986.0,282690.0,332.5,799.0,163.5,185635.5,96.5,1766050.0,1922.5,2073.0,1637429.0,2230.0,4533.5,662767.5,1036.5,2450.0,372240.5,1730.5,2144.0,705.0,989.0,17473.0,72.505,924940.5,1000704.5,46594.0,20935.505,15562172.0,19577.0,7266.0,2104.0,0.045262522631261314,0.03645327846577895,0.09890832566092332
195,3953646.0,4911.5,9483.0,2872325.0,3124.5,7481.5,802479.0,2123.5,4529.5,698804.5,3522.5,6101.5,704.5,467730.0,375.0,1983.5,282195.0,375.0,787.5,191.5,185937.5,100.0,1767949.5,1937.5,1993.5,1634841.5,2214.5,4615.0,664368.5,1021.0,2337.5,371993.0,1762.5,2115.5,726.0,986.0,22384.0,72.325,926838.5,997911.0,47322.0,21296.0,15571247.0,23836.0,4638.0,1919.0,0.04348856499585259,0.032310305328435436,0.07579887032428803
196,3954853.5,4742.5,9249.0,2878985.0,2752.5,7349.5,804330.0,2120.0,4848.5,700298.5,3481.5,6099.0,786.0,468680.0,370.5,1891.5,281630.0,370.5,872.0,189.5,185654.0,99.5,1769069.5,1992.5,1992.0,1631394.0,2338.5,4337.5,664521.0,1028.5,2311.0,371582.5,1774.5,2397.0,519.0,998.0,26905.0,71.52,928452.0,991758.0,47494.0,20580.5,15580547.0,28403.0,3781.0,1644.0,0.04542660437669044,0.042019216979779145,0.07930209948235542
197,3959069.0,4695.0,8518.0,2885195.0,2581.5,7467.0,806472.0,1993.0,4622.5,702871.5,3548.5,5567.5,725.0,472349.0,401.5,1751.5,282190.0,401.5,884.0,156.5,185545.0,98.0,1769519.5,2286.0,1826.0,1625929.0,2532.5,4276.0,663506.0,916.0,2342.0,370741.0,1632.0,2416.5,662.0,1371.0,19217.0,69.87,927112.0,986910.5,42129.5,20943.0,15571631.0,20705.0,2860.0,2136.0,0.03933696190004948,0.05602923264311815,0.07748021251219776
198,3968605.0,5501.5,7793.5,2891861.0,2055.0,6523.5,808557.5,1948.5,4765.0,705075.0,3729.0,5140.0,748.5,472201.5,404.0,1808.0,282625.0,404.0,992.0,184.5,185482.0,108.0,1771213.5,2254.5,1642.5,1624833.5,2655.5,4035.5,663865.0,1174.0,2087.0,369846.0,1633.0,2460.5,552.0,993.0,17388.0,68.73,925210.0,981407.5,40324.5,22390.5,15571609.0,18869.0,1223.0,1539.0,0.03892177856153168,0.060616605191732204,0.07848852615400922
199,3988806.5,5039.5,9379.0,2898294.0,2107.0,6505.0,810654.5,1946.0,4453.5,703880.5,3550.0,5031.0,693.5,471359.5,401.5,1821.0,283555.0,401.5,965.5,193.5,185325.0,97.5,1771557.0,2026.0,1774.5,1623738.0,2621.0,4178.0,667061.0,1257.0,2146.0,369722.0,1616.0,2463.5,660.0,993.0,18365.0,70.62,921952.5,979172.5,39989.5,22388.5,15565309.5,19899.0,-1751.0,1534.0,0.04247744560410401,0.049902005125885725,0.08425379951831244
200,4010042.0,4881.0,7942.0,2902988.5,3036.5,7704.0,811962.0,1945.0,4686.5,705797.5,3610.5,5259.5,707.5,471843.0,401.5,1954.5,284115.0,401.5,918.0,183.0,185137.0,100.5,1773415.5,2098.0,1830.0,1622100.5,2544.5,4563.5,667622.5,1170.5,2203.0,368447.5,1546.5,2437.0,657.0,991.0,18493.0,72.715,914296.5,976672.5,41158.0,22428.505,15576577.0,19849.0,-1220.0,1777.0,0.045740625831043345,0.050078089576301076,0.08770421324161651
201,4024609.0,5068.5,8804.5,2907012.5,2159.0,6849.5,813611.5,2127.5,4758.0,711177.5,3471.0,5253.0,752.5,472740.0,408.5,1982.5,284650.0,408.5,862.5,184.0,185043.0,115.5,1774231.5,2458.5,1950.5,1619374.0,2509.5,4542.5,666728.5,1239.0,2152.0,367848.5,1592.0,2904.0,662.0,989.0,19124.0,73.47,907343.5,975996.5,40760.5,22099.5,15604299.0,20753.0,-475.0,1770.0,0.04762785535928974,0.04799306124415747,0.10645206833262742
202,4040064.0,5172.0,9178.5,2902983.0,2116.0,7457.0,814384.0,2125.0,4910.0,713779.0,3213.0,5657.5,827.0,472550.0,412.0,1726.0,285275.0,412.0,895.5,185.5,185649.5,105.5,1774308.0,2299.0,1855.5,1620464.5,2745.5,4106.5,666575.0,1210.5,2140.5,368450.0,1850.5,3062.0,671.0,992.0,17498.0,74.375,902176.0,975278.0,44702.0,22845.5,15624665.5,18996.0,-1413.0,2050.0,0.049852582426627955,0.05253737628974521,0.12025920330762503
203,4049915.5,5484.5,9259.5,2895601.0,3302.0,7284.0,815300.0,2124.0,4760.0,717983.0,3143.0,5685.5,797.5,472630.0,404.5,2113.5,285460.0,404.5,879.5,182.0,186152.0,119.5,1774643.5,2387.5,1982.5,1621555.5,2571.5,4389.5,666651.5,1180.5,2360.0,368029.0,2210.5,2698.0,661.0,998.0,15674.0,73.67500000000001,897913.5,971615.0,45650.5,23673.5,15650825.5,17227.0,-2006.0,2279.0,0.05440725430057341,0.06758660699486159,0.1337171510818089
204,4056697.0,5535.0,9281.0,2905273.5,2650.5,8201.5,817671.0,2126.5,5123.5,722686.0,2946.5,5970.5,692.5,472350.0,404.0,1931.0,284740.0,404.0,874.0,162.0,186419.0,133.0,1775063.0,2265.5,1966.5,1622648.0,2438.0,4234.0,665783.0,1250.0,2304.0,357565.0,2184.0,3108.5,699.0,1000.0,15110.0,73.325,893889.0,967744.0,44979.5,23735.5,15631335.5,16670.0,609.0,2189.0,0.043680838672102505,0.059988002399520096,0.10976830113155261
205,4059643.5,5900.0,8737.0,2929314.5,2902.5,8038.5,820195.5,2131.0,4899.0,726768.5,2771.5,5570.0,828.0,472325.0,404.0,2044.5,283990.0,404.0,956.0,150.0,186513.0,141.0,1776050.5,2495.0,1921.5,1622649.5,2593.0,4720.0,666166.0,1206.0,2481.0,353469.0,1813.0,2914.5,624.0,990.0,16734.0,71.52000000000001,888010.5,962909.0,46252.0,24512.5,15626350.0,18273.0,-2234.0,1682.0,0.030756922529890218,0.054616100257210094,0.10808568411525117
206,4065755.5,5916.0,8072.0,2953912.0,3041.0,7387.0,823449.0,2139.0,5180.0,731303.0,3115.5,5477.0,808.0,472310.0,404.5,2221.5,283870.0,404.5,1023.0,148.5,186481.5,148.5,1777104.5,2527.5,2105.5,1622105.5,2585.5,5086.5,666959.0,1319.5,2772.0,349681.0,1770.5,3235.0,623.0,984.0,16602.0,71.57,882186.0,960821.0,43156.0,26337.0,15626559.5,19135.0,-831.0,1627.0,0.03308456528972762,0.05178991377057748,0.10843827765628535
207,4074622.0,6265.5,8797.0,2979564.0,2748.5,7075.5,826386.0,2242.5,5036.5,737512.5,3167.5,5744.0,755.5,472875.0,408.5,2456.0,283835.0,408.5,1132.5,125.0,186434.5,141.5,1777015.0,2544.5,2014.0,1623739.5,2684.0,5634.0,668651.5,1326.0,2745.5,341580.0,1873.5,2973.5,684.0,983.0,15610.0,71.41,877593.5,958958.0,43791.5,25498.5,15631474.5,17970.0,-2731.0,1691.0,0.035076985826450496,0.05492487479131886,0.11501443695861405
208,4082113.0,6393.0,7937.5,2995749.0,3307.5,6650.0,829026.5,2232.5,5869.5,741440.0,3395.5,5983.5,731.0,472875.0,431.0,2652.0,283775.0,431.0,1115.0,137.0,186340.5,143.5,1778551.0,2218.0,2042.0,1627562.5,2633.5,5995.0,668704.5,1349.0,3125.0,340586.5,2045.0,3331.0,660.0,984.0,16593.0,70.85,870479.0,954717.5,46304.5,26394.0,15638025.5,18220.0,-3279.0,1701.0,0.0444247001332741,0.054445664105378704,0.13211988074690098
209,4089639.5,6460.5,8242.0,3012222.0,3632.0,6870.5,833040.5,2531.0,5122.5,745770.0,3134.5,5052.5,696.0,472345.0,423.0,2718.0,283555.0,423.0,1321.5,120.5,186325.5,130.0,1778749.0,2664.0,2254.0,1632496.5,2651.5,6336.5,668501.0,1291.0,3301.0,341386.5,2502.0,3257.0,680.0,976.0,15206.0,71.24000000000001,866949.0,947713.5,49344.0,29022.0,15637518.0,17713.0,-4536.0,1609.0,0.045655151422918885,0.05539685206968017,0.14153446621125726
