,FORE-SCE-A1B,FORE-SCE-A2,FORE-SCE-B1,GCAM-26,GCAM-45,GCAM-ref,LUCAS-BAU_High-0001,LUCAS-BAU_High-0002,LUCAS-BAU_High-0003,LUCAS-BAU_High-0004,LUCAS-BAU_High-0005,LUCAS-BAU_High-0006,LUCAS-BAU_High-0007,LUCAS-BAU_High-0008,LUCAS-BAU_High-0009,LUCAS-BAU_High-0010,LUCAS-BAU_Low-0001,LUCAS-BAU_Low-0002,LUCAS-BAU_Low-0003,LUCAS-BAU_Low-0004,LUCAS-BAU_Low-0005,LUCAS-BAU_Low-0006,LUCAS-BAU_Low-0007,LUCAS-BAU_Low-0008,LUCAS-BAU_Low-0009,LUCAS-BAU_Low-0010,LUCAS-BAU_Med-0001,LUCAS-BAU_Med-0002,LUCAS-BAU_Med-0003,LUCAS-BAU_Med-0004,LUCAS-BAU_Med-0005,LUCAS-BAU_Med-0006,LUCAS-BAU_Med-0007,LUCAS-BAU_Med-0008,LUCAS-BAU_Med-0009,LUCAS-BAU_Med-0010
2010-10-01,366.36105967349795,367.24620048152616,365.85296480272626,366.6249951741205,366.6332859963991,366.62384050047024,369.86885262568615,370.0611602968139,369.589292988092,369.63629912234876,369.9915205899135,369.9544952723532,370.5196516833406,369.86885262568615,369.95029615460646,369.8584006436649,370.31947349540815,369.6280256952657,369.9915205899135,369.87351874239226,369.8485498624048,370.0127610135431,369.8184140202652,370.20083571578664,369.88878534079174,369.7723555462383,369.48824353934134,369.53701861407467,369.94348379392113,369.82047901732835,370.2882710383762,370.23000930355727,369.94266734187715,370.1246067629287,369.6010615464656,370.3099678636628
2011-10-01,367.13263662233953,368.23715958074393,366.25400456479235,367.3348417532102,367.3447657912169,367.334389327283,370.43698668635795,370.64688256789583,370.14502056208073,370.1493146495178,370.6025502072438,370.5836801353095,371.23465498353875,370.43698668635795,370.55978645758745,370.48603661028267,370.9199991467276,370.1825226880236,370.6025502072438,370.4265998278651,370.35503702241004,370.593428479002,370.3431310458358,370.77562812673483,370.51938111748734,370.3042091171634,370.0513110627088,370.103942769069,370.47954943330126,370.36784317064826,370.9005779027416,370.87271801165696,370.50034891170833,370.768218374457,370.11659924093226,370.8935290166363
2012-10-01,367.99565766071225,369.30039243731983,366.6196344960059,368.04517561578695,368.0594250949493,368.04609288730524,370.9007574055116,371.12470342651307,370.6003267189989,370.583157522488,371.1068210934021,371.2040017544408,371.8679799079424,370.9007574055116,371.08698541465844,371.0347884853651,371.3620680670484,370.6281400477641,371.1068210934021,370.9066514372632,370.8238587398786,371.04786944651676,370.8357953393315,371.2016653666698,371.00824614897067,370.68574431775005,370.5100091389583,370.5354534587718,371.00803161743,370.79129460365857,371.3684007436381,371.3451484338721,371.04358914068905,371.36903813382685,370.5382674144337,371.4441541248142
2013-10-01,368.95403617368345,370.4399209312993,366.9502293837462,368.78719831454816,368.8045610167661,368.78731010039667,371.2834282846134,371.5820941002743,370.9212587376382,371.0103716632122,371.5000932357977,371.7370988284689,372.3921575861625,371.2834282846134,371.5696270705998,371.48573999069265,371.7989845788924,371.0422639783589,371.5000932357977,371.30495386567725,371.16049640453207,371.3564016549829,371.2545967397224,371.56067723260446,371.40889875304407,371.0899204832791,370.8648087857456,370.8679866411945,371.4922498878069,371.0843387833569,371.77459813497575,371.74708506846343,371.5954941125543,371.91306002188657,370.9671689217531,371.8535155299934
2014-10-01,370.20898972274716,371.8544565916724,367.4475568217025,369.787120203246,369.80612877566534,369.7868754824682,371.7611690158102,372.07982891465554,371.38693800027596,371.50237210442464,371.9930990045185,372.38315645833933,372.9918241557714,371.7611690158102,372.1563094331032,372.08991618924375,372.2968277011004,371.6054226617829,371.9930990045185,371.808263562313,371.58913651242074,371.75924209157586,371.75166065671874,372.0792918607129,371.97406537530105,371.62383002693275,371.3025933506134,371.33048083886905,372.0641842213859,371.4635578431363,372.35205480963,372.314088340216,372.3210388225654,372.5524821846311,371.4678772782884,372.3218186261282
2015-10-01,371.71608623582654,373.56234666007293,368.1155567828722,371.0294749754755,371.0521204893829,371.0295058678581,372.3169084598475,372.61887263463507,371.9678294520599,372.0796157423694,372.5314835680965,373.13700422434715,373.68600706643576,372.3169084598475,372.84382214855816,372.79434445383225,372.95995991382546,372.34231105531137,372.52287265634595,372.35614948476314,372.1181241267182,372.34820337270446,372.4351004669742,372.6343443472314,372.59184789586845,372.192767084772,371.88333434791014,371.88414789354454,372.7049411307754,371.9466278945081,372.97686185715753,372.93726433103257,373.2182470812403,373.26366084812594,372.0877654910023,372.87219559975864
2016-10-01,373.205128010667,375.2226237207548,368.70798168115346,372.43858706848766,372.38654929179955,372.39149264390585,372.8819068484739,373.1968189014093,372.5525156741534,372.6876508740946,373.0634278679304,373.85525445315136,374.4021715207665,372.8819068484739,373.49369881765386,373.49476319099693,373.5182285328214,373.01624700096875,373.04910592521514,372.8468930119478,372.65529589192954,372.9805037016713,373.16461742594987,373.1300291219315,373.1568915259303,372.6395995123344,372.4344477749968,372.35325795089364,373.29028551814247,372.34776927328824,373.5383893024815,373.45535796114666,374.0242767293951,373.8966235015227,372.62781505289087,373.3652253048487
2017-10-01,374.67171070231836,376.83964563842403,369.22470036810125,374.0182193500562,373.8051704402088,373.8545387899334,373.4174678776564,373.7390794466328,373.17181188950417,373.2417281201882,373.541586840728,374.5372568664108,375.0108162452838,373.4174678776564,374.04181569176615,374.1046844297844,373.9863882181754,373.6087400009411,373.60952791794006,373.2511659773355,373.10812058640056,373.4972262599036,373.8170737435818,373.57511886460753,373.73964778040784,373.0084096046295,373.0118372510792,372.8379488988679,373.8099010143809,372.66851557263146,374.0182041050741,373.92350295096975,374.7442600799329,374.48154667995135,373.20691046584693,373.8714993532634
2018-10-01,376.3197231529456,378.6131790959436,369.8665213342189,376.0672602276977,375.52652272584356,375.59638090210944,374.0564133501538,374.40735469560536,373.9719568406962,374.060978707838,374.1811628922577,375.3316078581531,375.7768522947024,374.0564133501538,374.72070833323386,374.8877675879055,374.6956108707822,374.3595835858701,374.28750231954075,373.76002772330617,373.7217758418158,374.1197237968563,374.616519786744,374.18388133941096,374.57998104675823,373.4766163611222,373.7834336681454,373.4860260113523,374.5070459013263,373.18307824875853,374.63829433930266,374.64585792757686,375.60483799741814,375.21592628687546,373.93656764780854,374.4813882803941
2019-10-01,378.1494401728659,380.54690160080986,370.6349329065529,378.43448990756366,377.5745877722532,377.65761365307276,374.9362013174092,375.20744325575316,374.94650699293715,375.01228581789474,375.06191028979504,376.3749437440093,376.79158038827995,374.9362013174092,375.6210015499201,375.81789609704657,375.5462281820245,375.29881609178227,375.0821814539528,374.390825884527,374.5508478112924,374.98789031941214,375.68307179782215,374.92748484447964,375.5562285517557,374.22586703358286,374.70676270196293,374.2812061453909,375.3460671237234,373.9413268545034,375.5115167090729,375.53881708002666,376.7128287462823,376.1633194154575,374.8399343217469,375.3386858869565
2020-10-01,379.7891754975135,382.30979300091104,371.29038128346735,381.0544154579478,379.75718511058983,379.8448420849663,375.7513109131791,376.0333838039652,375.99657514042923,376.0233233386686,375.8485903542395,377.3833963915467,377.7513441689888,375.7513109131791,376.50440975570325,376.7636075313925,376.3889662046768,376.2474986067408,375.9209424743189,375.0259514689916,375.31691238064025,375.88494947052925,376.78516377649646,375.6918517141065,376.4460717363522,375.0151116847665,375.65583829963776,374.9721739212172,376.1618229165823,374.6215248769025,376.314404581443,376.33777582284904,377.87127355886213,377.087579618921,375.69800333425985,376.1788070363326
2021-10-01,381.2378220489431,383.90546735381383,371.83387469391675,384.0596965769375,382.20487931793,382.22678163541826,376.54510287268033,376.9003974695391,377.08510985234244,376.9464956533351,376.58018097183486,378.32449014702144,378.6795422302982,376.54510287268033,377.326570843301,377.6744503771381,377.16985765343765,377.23962711020306,376.6918123343258,375.6175531418734,376.0221242107525,376.7981031916855,377.80398649265084,376.41563797676116,377.23216754385965,375.75604959361766,376.5324224314258,375.61818504434774,377.0108284932261,375.2177465681083,377.04251470258293,377.1891291929102,379.0175301898882,377.9656092816055,376.6127534212515,376.95772923048423
2022-10-01,382.7044032626835,385.5418024354319,372.46753800213975,387.8909016309286,385.28282801913304,385.0295981870134,377.4486038779509,377.898762550173,378.3534612205041,377.9996970885378,377.51351271972,379.3118045189721,379.74822548843997,377.4486038779509,378.35401258603736,378.66324506922945,378.0629524494991,378.4485627228837,377.57768505245326,376.21536515215,376.73481576952383,377.8298859902105,378.8146162463401,377.26322948024165,378.1233330006552,376.6915823840239,377.4994782318001,376.5096274670044,377.9384474276509,375.9221294905671,377.89721742974837,378.14817182683487,380.1586443072065,378.9618989432165,377.6808758723308,377.77845818601753
2023-10-01,384.1952522394623,387.22165134483316,373.1945548420795,392.3325513509102,388.90074314822016,388.27057751662335,378.54692291927034,379.00712306024633,379.8454072545561,379.0771802394721,378.63692284185447,380.4740277847598,380.97285964110506,378.54692291927034,379.5274318277356,379.8110618108517,378.9316755390336,379.70473514335345,378.5592160831863,376.87416044777837,377.54048342642943,379.0072542284336,379.95821758776367,378.14742763737104,379.1082543163585,377.70596443276924,378.5503022174169,377.5673219438246,378.89002519634835,376.83785517657566,378.8590536407478,379.1559469011752,381.38662568867846,380.0054266042027,378.8109231243236,378.8191241878998
2024-10-01,385.49519423505063,388.73255744036067,373.8100831259087,397.2114727781182,392.7962814357713,391.72260442148917,379.54093489105014,380.1140501006278,381.26883964288595,380.09567792866136,379.6118520949769,381.50451029519803,382.1871968095651,379.54093489105014,380.61132605436865,380.8124418554418,379.69083039157806,380.8577761083739,379.4322686686827,377.4039610844728,378.28471624452834,380.0176732232405,380.98231604783376,378.84899481097517,379.96169512153244,378.59648479592545,379.5714864669715,378.5095183817631,379.8044352443436,377.63998727081884,379.6194675293385,379.9841732028889,382.4085757322876,381.05413216114323,379.8917877026321,379.82519584574305
2025-10-01,386.72648728981187,390.00304268869456,374.2827806744623,402.59856986015996,397.0050872643515,395.34401368474835,380.5282625727664,381.22520845111467,382.67907495018596,381.03663551821717,380.6221655606966,382.5074770185217,383.2836592206947,380.5282625727664,381.5636459535324,381.74425040259814,380.26467626667556,381.82431960207657,380.2569469481712,377.7974597156639,378.90631484419237,380.81754685511726,381.8559987654015,379.44123567491266,380.7416314719523,379.4238648036192,380.4122641367952,379.34192685205096,380.65169308465045,378.41907305736856,380.34862689528273,380.83716753326695,383.2373786567877,382.01876264500686,380.93977789002764,380.7407395890672
2026-10-01,388.09265703358716,391.2426102050398,374.8181676077819,408.51172785944664,401.62229923884286,399.1000866965768,381.6447460812486,382.31565453734277,384.0906876951907,382.0010545832216,381.7656542167727,383.6910910931264,384.4660426943017,381.6447460812486,382.65352028308234,382.75775634023046,380.9523181603876,382.8928589024798,381.09223804380395,378.34394111577825,379.59876692955424,381.59434798952213,382.7242938701889,380.13124557156533,381.68327058293875,380.3905630863081,381.4266370463264,380.30619347124264,381.5912444689064,379.3346177911231,381.2253363129064,381.8964010184005,384.1962414284201,383.0948976683705,382.1758076902004,381.77928661880384
2027-10-01,389.60356798559724,392.4517839705486,375.41785550917115,414.99065331293434,406.56275024043464,403.11986578467366,382.86245767058443,383.511296767257,385.62350617620535,383.08754523245324,383.014453896689,384.9917001701227,385.8496872669058,382.86245767058443,383.879583341646,383.90520166930617,381.7430243221395,384.1431922585713,381.94621179980874,379.10996561653235,380.4068904639908,382.5077472225272,383.73481186245164,380.87536946883574,382.65955867000037,381.5419099235753,382.4847502884498,381.37137054545843,382.606165878025,380.4666215879387,382.20200595215863,383.14569790877414,385.3430312288739,384.2561979405044,383.4891342336635,382.8630893884141
2028-10-01,391.03699679593575,393.4140170228166,375.8741998458421,421.66595329066894,411.603275106225,407.1186590303187,384.00067667555425,384.615610669115,387.0522614358667,383.95342539524967,384.2306244891764,386.27980141957397,387.07421453820564,384.00067667555425,384.99120836133636,384.9242801125322,382.31638736836805,385.289837205039,382.7292790003503,379.8711488641687,381.19063034441285,383.3446414607343,384.6496342610916,381.50796891753737,383.4310376970003,382.6684641076934,383.45688951158235,382.4317373582594,383.50952581150233,381.43329092629455,383.18418996230076,384.1603577152133,386.39079384565144,385.34098129291004,384.7231510870394,383.8390291467702
2029-10-01,392.4009821726401,394.1336760455766,376.1917591351697,428.6923861431504,416.76227655834583,411.0588715454011,384.91565634820944,385.71106873874817,388.48254584558293,384.7490650487427,385.1988965124483,387.4000215785451,388.0949083038112,384.91565634820944,385.91438181224214,385.90517182267916,382.8753846245829,386.271607657602,383.4189116932643,380.58685525038936,381.8148350019186,383.96941973113223,385.3528273867022,382.0221487887271,384.07301522541223,383.6600680532861,384.34292463447525,383.40500003568485,384.37192616084263,382.2242800216051,384.04938180437034,385.0331285008321,387.2048956693477,386.24156304272594,385.80081834267537,384.6311505009484
2030-10-01,394.1273480369683,394.8979230107999,376.7238768168553,436.1813130678141,422.19064051819123,415.1682458613876,386.0296424955003,386.8406677648437,389.8603975300951,385.6480536240065,386.3325552146727,388.58497074234083,389.19338750346327,386.0296424955003,386.91603203223406,386.95880504621647,383.4840191841082,387.25047053895145,384.12951340328664,381.2831984387265,382.5086482348593,384.67655779759605,386.0420311709479,382.6373944546054,384.81169743714884,384.6431688603227,385.2455907527674,384.6306041889586,385.308861775272,383.15256374200135,385.01250041152633,385.978321738248,388.021815007418,387.23368259836263,387.04578005844917,385.49699153372273
2031-10-01,396.2227058491419,395.7093759573471,377.4730725855194,443.3926177382176,427.43224675171905,419.03177652273223,387.24358917231586,388.0516683976099,391.2607337015528,386.7226783726993,387.55838510630326,389.88888398965526,390.4420397634371,387.24358917231586,388.05466951530786,388.1734958455214,384.2537925881769,388.2826101837901,384.93142346788017,382.05670740750827,383.294053149172,385.3893910434879,386.8470559936698,383.4579019744217,385.6823199423483,385.734044243345,386.2997499008704,385.9625647751977,386.25001981174665,384.1874664561482,386.0772573569983,387.0283190493889,388.9230981158753,388.29517531118466,388.296311523867,386.56769369426627
2032-10-01,398.46279814155025,396.35002379361197,378.23158200362064,449.8376792646653,432.0948331153725,422.4198744513725,388.3445031760525,389.1281587317595,392.4684244532712,387.65920876646635,388.5588981789944,391.0430669401787,391.5108265760841,388.3445031760525,389.0197669472024,389.2858203674067,384.91311113637175,389.1143957047778,385.5670262518764,382.8440207671689,384.01168145677946,385.96325132110314,387.652383083923,384.15730256708605,386.49503428845946,386.61855657782024,387.2372644019603,387.05705907865456,386.9899840622105,385.1124339708348,387.0341266195238,388.07251395881826,389.72083219935195,389.1197800062789,389.3479065910271,387.5797198210423
2033-10-01,400.84572574986066,396.8206685070687,378.9984584348807,455.7683412588838,436.24232210224665,425.3016369787221,389.21691736186074,390.04438734593157,393.57692744160005,388.50747688759606,389.3765870402907,392.0839454871597,392.43430874615524,389.21691736186074,389.77448149511577,390.2825900979834,385.5171661940581,389.77849346733746,386.0865178596721,383.5286588639747,384.63509033314375,386.4142050200746,388.27252572584723,384.69784846039283,387.2170366839522,387.3295274620956,388.1296104898794,388.05642578762433,387.63962224479235,385.8090516769795,387.81765626825415,389.04479685528065,390.3221313918958,389.93429450409684,390.2033391521137,388.40493700626894
2034-10-01,403.5888695271053,397.334447465881,379.976577016878,461.2801547997885,440.12703191813654,427.9130190061684,390.2399016773112,390.98035413157163,394.6688003731014,389.45959877022085,390.31264218678325,393.20320035186865,393.3784777276573,390.2399016773112,390.63270940437775,391.38591208349015,386.2234860101689,390.4743348407278,386.76741572378916,384.39426638982775,385.3834902015102,386.9756104068916,389.07346354805026,385.39621953453724,388.0268492970169,388.09403591280017,389.1153906424182,389.23254726937023,388.34633972717955,386.7088052823709,388.68281044606414,390.20658469588454,391.12035260595087,390.74726154017696,391.10146262285485,389.3279183115925
2035-10-01,406.56831802457174,397.9314579397885,381.2807299089878,466.3962436765208,443.80613214061896,430.3172410043614,391.28654012261165,391.92342474441205,395.85476449127697,390.5978938774036,391.2791179514675,394.31689165950695,394.39340040882433,391.28654012261165,391.59758079141466,392.53117452405877,387.03014138775893,391.2347617453733,387.5327503422433,385.3810488232378,386.2278209805898,387.6300913418409,389.94363685482847,386.17297822368755,388.91449656681937,388.922118966983,390.2488731466404,390.54865447989596,389.12502067979756,387.6268431309543,389.6131973670664,391.35259510136586,392.02904280631407,391.7514007421196,391.9902955280237,390.4009290941373
2036-10-01,409.55356383824255,398.39218677287073,382.70153582157445,470.80973953350815,446.9880135117338,432.4077182556747,392.1335186173734,392.8392128312539,397.03408529795064,391.64110909330856,392.0163385168267,395.2927956830706,395.3086815029941,392.1335186173734,392.39947267315796,393.54284763182886,387.7221823956871,391.9569807430317,388.19241079006696,386.2984781641071,386.9131243249787,388.2407320577036,390.670627423399,386.81801125812126,389.5982452355376,389.61977059195823,391.1781744173719,391.76028098185986,389.78661632365834,388.4120036603553,390.49370799895956,392.2995372215902,392.9302492304858,392.7111368517065,392.701206203947,391.33635298255155
2037-10-01,412.54661912246627,398.7190740192363,384.24141813055405,474.5225609551645,449.7804534373525,434.1022580710875,392.83412155877113,393.70538680629704,398.0074246240814,392.64819736221773,392.7210377084185,396.15461399167503,396.0997851800974,392.83412155877113,393.0876308564251,394.41911885297066,388.2987676506916,392.5267779867289,388.80472978330897,387.0151730430782,387.46773292312207,388.73728131299475,391.2239918612531,387.35763320966805,390.2400772692883,390.11315127193996,392.04387767567914,392.76236529708217,390.35499415391456,388.9866515319576,391.33137754646856,393.03037910848576,393.65710903527344,393.5464580934905,393.2308748403903,392.1799241501504
2038-10-01,415.767358856284,399.1301074691885,386.1050223526462,477.771698540327,452.4731060587675,435.77430809334356,393.6086893110922,394.6353985288391,399.1300179332544,393.8456265415114,393.45698871251943,397.039759112082,396.9678748734891,393.6086893110922,393.8542914583433,395.3781406911136,388.97509078233725,393.1382553720656,389.52180076396445,387.73427505012853,388.1288092666032,389.3664403754612,391.8880874127276,388.059670622583,391.05441436542526,390.60954539500113,392.91633609598136,393.7560388493436,391.1092609791688,389.6975644147801,392.20070632893214,393.9778985875173,394.4949196459713,394.44907888546646,393.9240139504779,393.1418865967195
2039-10-01,419.2229009951482,399.62442570995876,388.29593302020135,480.60435555110433,454.94313181258104,437.41774776872273,394.53071373464894,395.65898115166385,400.32988157710963,395.11613775526786,394.325613627825,398.0095370327364,397.92337003423916,394.53071373464894,394.7085630562208,396.34285270118585,389.66233605066674,393.8258267249975,390.3375347787504,388.6532277391633,388.91327308440907,390.06655543956253,392.6462916384021,388.86181121978353,392.0605861137093,391.2200479247832,393.872057455072,394.82964096299594,391.9584159045247,390.4746772473155,393.1343165033248,395.03317171373413,395.4262373777948,395.51902764524147,394.77566236948655,394.21244333771534
2040-10-01,422.41771666310314,400.06582989388255,390.31112480783315,482.7546122507441,457.07776597420343,438.7281266333742,395.2367570093023,396.6060782641231,401.49215077640156,396.18507115695627,395.0598845873993,398.9199389272132,398.76010104677937,395.2367570093023,395.5012134622969,397.1132668143966,390.32417767891786,394.391271840969,390.981381774576,389.4566455220057,389.60034678643416,390.57097444261564,393.3905206368677,389.43801480004345,393.04761180625644,391.74640113014084,394.68231951166575,395.66205935479604,392.7311390285603,391.15758347466937,393.9608608082548,396.0807385106399,396.2087725458455,396.4678247492017,395.40177650509486,395.2019552720768
2041-10-01,425.3628165176998,400.4549803668497,392.15582235752754,484.8288235794824,459.159347560023,440.01376474706603,395.79619804133813,397.4466186829709,402.5393632782995,397.0714055330677,395.6865928477381,399.77458920924244,399.50945266848794,395.79619804133813,396.2343791736836,397.71331040658765,390.79292744681845,394.7898199356451,391.6133952731441,390.1806769593117,390.1822515382374,390.98882737536303,394.01131080490387,389.760378768428,393.9209804322892,392.2726950338588,395.3368549416793,396.44078489096563,393.41370527900847,391.7387077222367,394.6441674022552,396.91562697784485,396.9394324719177,397.3771177198058,395.9077276453073,396.0144681822341
2042-10-01,428.28353662965856,401.0107020573525,394.03706267513724,487.1221215137642,461.43044044367224,441.5304286999752,396.46962113755217,398.4034608685397,403.76362317526207,397.9836205650746,396.4077929369693,400.7066910351758,400.31796720036516,396.46962113755217,397.0932451314831,398.40845236266375,391.348722046827,395.233618725488,392.3370675139864,390.960360389073,390.9169787318,391.489139084191,394.7268529136342,390.2731341637962,394.92981869303753,392.96891701249626,396.17398328097283,397.34066624187386,394.19238406030735,392.40722301394777,395.4961339138212,397.8498623661094,397.7651480012827,398.37640078566454,396.5478423500259,396.9327651740483
2043-10-01,431.19193659042264,401.73866300808476,395.9630647813672,489.627056895322,463.90022892525803,443.29198376330135,397.33141904431443,399.45246514243854,404.9966439605721,399.0641452676367,397.22068435175,401.61193310143625,401.2197341297495,397.33141904431443,398.0448961604002,399.15199173021585,392.0407567940448,395.77466049139196,393.11503186454456,391.8565524873638,391.768055418083,392.11375728974133,395.52500157070074,390.9270706785498,395.99496775125976,393.7558636354928,397.09087426934053,398.29452736136653,395.10316394779744,393.2076981523889,396.48093316962223,398.94524586417367,398.7213412796251,399.3951435267187,397.3712273423447,398.0123368214536
2044-10-01,433.8412426040735,402.41649168014635,397.7117965181477,492.04297849423585,466.3165313545234,445.00727674595174,398.0251158208771,400.4143914298116,406.1132099731356,400.0774642129944,397.94253284496943,402.3763121090093,401.9933066553705,398.0251158208771,398.8427593474854,399.84062842622427,392.5938158574998,396.17514277121035,393.7605112019197,392.5313166144209,392.4532823698041,392.71359761022904,396.1277656932278,391.38620682430894,396.9470393844853,394.53515041754673,397.7736218545875,398.9766226381111,395.9066659323359,393.8963816176862,397.4144311140002,399.8259486660667,399.5446199677677,400.24401435274285,398.08573356649947,398.93057049223427
